time,id,x,y,speed,headway,leader_id,target_accel_with_noise_with_failsafe,target_accel_no_noise_no_failsafe,target_accel_with_noise_no_failsafe,target_accel_no_noise_with_failsafe,realized_accel,road_grade,edge_id,lane_number,distance,relative_position,follower_id,leader_rel_speed,fuel
0,rl_0,61.6,33.0,0.0,34.4,rl_1,,,,,0,0,bottom,0,0.0,0.0,rl_13,0.0,0.00029807367774782866
0.1,rl_0,61.6,33.00364342226054,0.045733333814262166,34.42113899341343,rl_1,,,,,0.4573333381426216,0,bottom,0,0.004573333381426217,0.004573333381426217,rl_13,0.21138993413427246,0.00029802072458160286
0.2,rl_0,61.6,33.003679495748266,0.00045280528528972297,34.472455622633085,rl_1,,,,,-0.4528052852897244,0,bottom,0,0.004618613909955189,0.004618613909955189,rl_13,0.5131662921965359,0.0
0.3,rl_0,61.6,33.00367985291151,4.483220646432878e-06,34.53592023090495,rl_1,,,,,-0.004483220646432901,0,bottom,0,0.004619062232019832,0.004619062232019832,rl_13,0.6346460827186939,0.0
0.4,rl_0,61.6,33.024285003522465,0.25864205787811156,34.59906379557602,rl_1,,,,,2.586375746574651,0,bottom,0,0.030483268019830992,0.030483268019830992,rl_13,0.6314356467107034,0.00031412265417439105
0.5,rl_0,61.6,33.03063361057893,0.07968962832386156,34.66753542298443,rl_1,,,,,-1.7895242955425,0,bottom,0,0.03845223085221715,0.03845223085221715,rl_13,0.6847162740841248,0.0
0.6,rl_0,61.6,33.05758156556347,0.3382588491782704,34.735666598610926,rl_1,,,,,2.5856922085440885,0,bottom,0,0.0722781157700442,0.0722781157700442,rl_13,0.6813117562649252,0.000319080112889206
0.7,rl_0,61.6,33.06239948638141,0.06047599353064509,34.857006263981376,rl_1,,,,,-2.777828556476253,0,bottom,0,0.07832571512310871,0.07832571512310871,rl_13,1.213396653704488,0.0
0.8,rl_0,61.6,33.065113994632945,0.034073325333088794,34.98067505756527,rl_1,,,,,-0.26402668197556295,0,bottom,0,0.08173304765641759,0.08173304765641759,rl_13,1.2366879358389693,0.0
0.9,rl_0,61.6,33.06514087095227,0.00033735965676325724,35.132914302147654,rl_1,,,,,-0.33735965676325536,0,bottom,0,0.08176678362209391,0.08176678362209391,rl_13,1.5223924458237967,0.0
1.0,rl_0,61.6,33.06514113705444,3.340194621418379e-06,35.28449045482871,rl_1,,,,,-0.0033401946214183884,0,bottom,0,0.08176711764155606,0.08176711764155606,rl_13,1.5157615268105848,0.0
1.1,rl_0,61.6,33.06514113968912,3.307123387542961e-08,35.46135367740076,rl_1,,,,,-3.307123387542949e-05,0,bottom,0,0.08176712094867944,0.08176712094867944,rl_13,1.7686322257205067,0.0
1.2,rl_0,61.6,33.0651411397152,3.2743795916266975e-10,35.63097343285695,rl_1,,,,,-3.274379591626694e-07,0,bottom,0,0.08176712098142323,0.08176712098142323,rl_13,1.69619755456186,0.0
1.3,rl_0,61.6,33.06514113971546,3.2419599917096086e-12,35.825843297320205,rl_1,,,,,-3.241959991709601e-09,0,bottom,0,0.08176712098174743,0.08176712098174743,rl_13,1.9486986446326107,0.0
1.4,rl_0,61.6,33.07332191773443,0.10268759019628226,36.01357679562858,rl_1,,,,,1.026875901930403,0,bottom,0,0.09203588000137566,0.09203588000137566,rl_13,1.8773349830837318,0.00029969112894016387
1.5,rl_0,61.6,33.08982031153469,0.20709280920825002,36.216051977251574,rl_1,,,,,1.0440521901196775,0,bottom,0,0.11274516092220066,0.11274516092220066,rl_13,2.0247518162299314,0.0003014601980313624
1.6,rl_0,61.6,33.106864217633095,0.2139402439130967,36.41007320371996,rl_1,,,,,0.06847434704846694,0,bottom,0,0.13413918531351032,0.13413918531351032,rl_13,1.9402122646838535,0.0002953955687524908
1.7,rl_0,61.6,33.12288234921325,0.20106441314001697,36.63052519490569,rl_1,,,,,-0.12875830773079744,0,bottom,0,0.154245626627512,0.154245626627512,rl_13,2.2045199118572523,0.0
1.8,rl_0,61.6,33.137379999671985,0.18197887605103735,36.87794468592346,rl_1,,,,,-0.19085537088979615,0,bottom,0,0.17244351423261575,0.17244351423261575,rl_13,2.4741949101777267,0.0
1.9,rl_0,61.6,33.15322487199859,0.1988896107942123,37.14773501228326,rl_1,,,,,0.1691073474317495,0,bottom,0,0.19233247531203698,0.19233247531203698,rl_13,2.6979032635980222,0.00029617373795405686
2.0,rl_0,61.6,33.153381751922616,0.001969204067269442,37.46038083958459,rl_1,,,,,-1.9692040672694284,0,bottom,0,0.19252939571876393,0.19252939571876393,rl_13,3.126458273013292,0.0
2.1,rl_0,61.6,33.15338330518919,1.9497069972964753e-05,37.797935787577416,rl_1,,,,,-0.019497069972964774,0,bottom,0,0.19253134542576122,0.19253134542576122,rl_13,3.3755494799282744,0.0
2.2,rl_0,61.6,33.15338332056807,1.9304029676202742e-07,38.160077184731634,rl_1,,,,,-0.00019304029676202723,0,bottom,0,0.1925313647297909,0.1925313647297909,rl_13,3.6214139715422142,0.0
2.3,rl_0,61.6,33.16236678593007,0.11276316353976981,38.5353571233671,rl_1,,,,,1.1276297049947304,0,bottom,0,0.2038076810837679,0.2038076810837679,rl_13,3.7527993863545848,0.0003001871354080968
2.4,rl_0,61.6,33.167091088719324,0.05930087183168283,38.94021068605481,rl_1,,,,,-0.5346229170808697,0,bottom,0,0.2097377682669362,0.2097377682669362,rl_13,4.048535626877207,0.0
2.5,rl_0,61.6,33.1752742737641,0.10271780390937393,39.32843432269365,rl_1,,,,,0.434169320776911,0,bottom,0,0.2200095486578736,0.2200095486578736,rl_13,3.882236366388376,0.0002978895338187842
2.6,rl_0,61.6,33.17535529539821,0.0010170079594987586,39.730735099786706,rl_1,,,,,-1.0170079594987518,0,bottom,0,0.22011124945382346,0.22011124945382346,rl_13,4.02300777093052,0.0
2.7,rl_0,61.6,33.17535609759261,1.0069385737611477e-05,40.146642691711605,rl_1,,,,,-0.01006938573761147,0,bottom,0,0.22011225639239723,0.22011225639239723,rl_13,4.159075919249027,0.0
2.8,rl_0,61.6,33.19598991141556,0.2590018471499774,40.560867422888094,rl_1,,,,,2.589917777642398,0,bottom,0,0.24601244110739498,0.24601244110739498,rl_13,4.142247311764931,0.00031417221703095727
2.9,rl_0,61.6,33.21366944480896,0.2219188292058681,41.00287676973226,rl_1,,,,,-0.37083017944109314,0,bottom,0,0.2682043240279818,0.2682043240279818,rl_13,4.420093468441585,0.0
3.0,rl_0,61.6,33.24073546610652,0.33974085310747704,21.546462584625463,rl_8,,,,,1.1782202390160892,0,bottom,0,0.30217840933872947,0.30217840933872947,rl_13,0.5113402456351818,0.0003050187455358288
3.1,rl_0,61.6,33.274953285429696,0.4295123764414892,21.610983865518588,rl_8,,,,,0.8977152333401217,0,bottom,0,0.3451296469828784,0.3451296469828784,rl_13,0.645212808931207,0.00030332206903884
3.2,rl_0,61.6,33.29850373674451,0.2956123596001673,21.6708423376063,rl_8,,,,,-1.3390001684132191,0,bottom,0,0.37469088294289515,0.37469088294289515,rl_13,0.5985847208771167,0.0
3.3,rl_0,61.6,33.30691749201023,0.10561199078314948,21.71999787627868,rl_8,,,,,-1.900003688170178,0,bottom,0,0.3852520820212101,0.3852520820212101,rl_13,0.4915553867238374,0.0
3.4,rl_0,61.6,33.30700079651781,0.0010456632750806827,21.76702943342306,rl_8,,,,,-1.0456632750806878,0,bottom,0,0.38535664834871813,0.38535664834871813,rl_13,0.470315571443784,0.0
3.5,rl_0,61.6,33.30700162131492,1.0353101733472179e-05,21.8187798726999,rl_8,,,,,-0.010353101733472104,0,bottom,0,0.3853576836588915,0.3853576836588915,rl_13,0.51750439276836,0.0
3.6,rl_0,61.6,33.30700162948123,1.0250595775714982e-07,21.870463283875747,rl_8,,,,,-0.00010250595775715029,0,bottom,0,0.38535769390948726,0.38535769390948726,rl_13,0.5168341117585002,0.0
3.7,rl_0,61.6,33.30700162956208,1.0149104728430706e-09,21.91417890559381,rl_8,,,,,-1.0149104728430674e-06,0,bottom,0,0.3853576940109783,0.3853576940109783,rl_13,0.4371562171806497,0.0
3.8,rl_0,61.6,33.30700162956288,1.0048618543000798e-11,21.952166355808853,rl_8,,,,,-1.0048618543000698e-08,0,bottom,0,0.38535769401198317,0.38535769401198317,rl_13,0.3798745021503674,0.0
